RunGroup,BlockOnFailure,VmID,VmName,SourceCloudDetails,OsType,BootFirmware,NumCPU,MemoryGB,NumDisks,ProvisionedSpaceGB,TargetCloudExtension,TargetEdgeNode,WriteIsolation,TargetInstanceType,TargetInstanceName,TargetSubnet,TargetStaticIP,TargetPublicIP,UpgradeOS,GcpEphemeralPublicIp,GcpProject,GcpNetworkTags,"GcpInstanceServiceAccount",GcpDiskType,GcpSecureBoot,license:os,ProbeTCPPort,ProbeWaitMinutes
1,false,vm-13,w12core,,"Microsoft Windows Server 2012 (64-bit)",BIOS,1,4.0,1,7,"gcp_datacenter-2_1590564010_kdC",NodeA,false,,w12core,"https://www.googleapis.com/compute/v1/projects/velos-auto-1/regions/europe-west1/subnetworks/auto-1-net-1",,,false,false,velos-auto-1,velostrata,,SSD,false,,3389,5
1,false,vm-15,centos-mini,,"CentOS 4/5 or later (64-bit)",BIOS,2,2.0,1,0,"gcp_datacenter-2_1590564010_kdC",NodeA,false,,centos-mini,"https://www.googleapis.com/compute/v1/projects/velos-auto-1/regions/europe-west1/subnetworks/auto-1-net-1",,,false,false,velos-auto-1,velostrata,,SSD,false,,22,5
1,false,vm-17,w2008,,"Microsoft Windows Server 2008 R2 (64-bit)",BIOS,1,4.0,1,11,"gcp_datacenter-2_1590564010_kdC",NodeA,false,,w2008,"https://www.googleapis.com/compute/v1/projects/velos-auto-1/regions/europe-west1/subnetworks/auto-1-net-1",,,false,false,velos-auto-1,velostrata,,SSD,false,,3389,5
1,false,vm-19,centos-mini-27102010-ghD,,"CentOS 4/5 or later (64-bit)",BIOS,2,2.0,1,1,"gcp_datacenter-2_1590564010_kdC",NodeA,false,,centos-mini-27102010-ghd,"https://www.googleapis.com/compute/v1/projects/velos-auto-1/regions/europe-west1/subnetworks/auto-1-net-1",,,false,false,velos-auto-1,velostrata,,SSD,false,,22,5
1,false,vm-21,"centos-mini-27102010-ghD-clone1590564315",,"CentOS 4/5 or later (64-bit)",BIOS,2,2.0,1,1,"gcp_datacenter-2_1590564010_kdC",NodeA,false,,"centos-mini-27102010-ghd-clone1590564315","https://www.googleapis.com/compute/v1/projects/velos-auto-1/regions/europe-west1/subnetworks/auto-1-net-1",,,false,false,velos-auto-1,velostrata,,SSD,false,,22,5
1,false,vm-22,"centos-mini-27102010-ghD-clone1590564318",,"CentOS 4/5 or later (64-bit)",BIOS,2,2.0,1,1,"gcp_datacenter-2_1590564010_kdC",NodeA,false,,"centos-mini-27102010-ghd-clone1590564318","https://www.googleapis.com/compute/v1/projects/velos-auto-1/regions/europe-west1/subnetworks/auto-1-net-1",,,false,false,velos-auto-1,velostrata,,SSD,false,,22,5
1,false,vm-23,"centos-mini-27102010-ghD-clone1590564321",,"CentOS 4/5 or later (64-bit)",BIOS,2,2.0,1,1,"gcp_datacenter-2_1590564010_kdC",NodeA,false,,"centos-mini-27102010-ghd-clone1590564321","https://www.googleapis.com/compute/v1/projects/velos-auto-1/regions/europe-west1/subnetworks/auto-1-net-1",,,false,false,velos-auto-1,velostrata,,SSD,false,,22,5
